id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19326768,Cottage in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,133792356,Michael & Tom,,28801,35.60912,-82.55392,Entire home/apt,150,2,226,2023-06-17,3.10,1,135,72,
19412393,Guest suite in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,133394066,Heather,,28804,35.62205,-82.56261,Entire home/apt,170,2,144,2022-09-22,1.99,1,65,6,
19439841,Rental unit in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,28350854,Bill,,28801,35.59913,-82.55553,Shared room,250,2,3,2017-09-26,0.04,1,0,0,
19531546,Home in Asheville · ★4.82 · 2 bedrooms · 2 beds · 2 baths,48428279,Chad,,28806,35.57357,-82.57393,Entire home/apt,198,2,114,2023-03-26,1.57,1,221,10,
19548415,Guest suite in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,26302902,Laurel,,28804,35.63551,-82.55137,Entire home/apt,106,2,302,2023-06-11,4.19,1,49,59,
19561946,Rental unit in Asheville · ★4.60 · 1 bedroom · 1 bed · 1 bath,46001530,Jonathan,,28801,35.5949,-82.55795,Entire home/apt,110,1,319,2023-05-31,4.40,9,337,50,
19620931,Rental unit in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,98078269,Bill,,28801,35.6051,-82.55036,Entire home/apt,159,2,6,2022-11-13,0.15,1,177,3,
19643402,Guest suite in Asheville · ★4.91 · 1 bedroom · 1 bed · 1 bath,138056080,Shelley,,28804,35.64471,-82.52647,Entire home/apt,86,2,213,2023-05-21,3.00,1,135,47,
19688771,Guesthouse in Asheville · ★4.98 · 2 bedrooms · 2 beds · 1 bath,60007333,Ann,,28803,35.58246,-82.53601,Entire home/apt,159,1,254,2023-05-28,3.53,1,72,25,
19785945,Home in Asheville · ★4.95 · 3 bedrooms · 3 beds · 2 baths,1417681,Melissa,,28806,35.63195,-82.62124,Entire home/apt,175,2,128,2023-05-08,1.77,1,55,15,
19787532,Rental unit in Asheville · ★4.84 · 2 bedrooms · 8 beds · 1 bath,139692951,James,,28801,35.604,-82.56677,Entire home/apt,123,2,165,2023-05-20,2.29,1,342,21,
19809125,Guest suite in Asheville · ★4.87 · 1 bedroom · 2 beds · 1 bath,49572070,Silver And Shane,,28805,35.60091,-82.51165,Entire home/apt,49,1,179,2020-03-09,2.49,1,227,0,
19858349,Guest suite in Asheville · ★4.98 · Studio · 2 beds · 1 bath,140436665,Alexa And Mike,,28801,35.59785,-82.56567,Entire home/apt,128,1,128,2023-06-12,1.94,1,59,23,
19870831,Home in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 private bath,121669790,Kaye,,28805,35.59231,-82.50613,Private room,79,1,157,2023-05-15,2.20,1,245,18,
19921886,Bungalow in Asheville · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,141121732,Claire,,28806,35.5762,-82.60599,Entire home/apt,115,28,72,2022-06-01,1.01,3,265,0,
19982717,Home in Asheville · ★4.93 · 6 bedrooms · 9 beds · 3.5 baths,141731478,George,,28804,35.65373,-82.58402,Entire home/apt,649,3,56,2023-06-11,0.91,1,303,15,
19992336,Farm stay in Asheville · ★5.0 · 2 bedrooms · 1 bed · 1 private bath,1420056,Pamela,,28803,35.55838,-82.46303,Private room,79,2,133,2020-02-16,1.88,1,0,0,
20008452,Place to stay in Asheville · ★4.84 · 2 bedrooms · 2 beds · 1 bath,142023667,Jim And Paulette,,28806,35.57367,-82.61196,Entire home/apt,82,3,268,2023-05-28,3.74,1,359,26,
20016326,Home in Asheville · ★4.99 · 3 bedrooms · 4 beds · 2 baths,142115355,Makenzie,,28805,35.59072,-82.5361,Entire home/apt,316,2,177,2023-06-15,2.49,1,228,34,
20036903,Home in Asheville · ★4.92 · 1 bedroom · 2 beds · 1 bath,1190262,April,,28806,35.58221,-82.57399,Entire home/apt,145,2,219,2023-05-31,3.09,1,336,41,
20070593,Home in Arden · ★4.88 · 2 bedrooms · 3 beds · 1 bath,121681645,Evolve,,28704,35.47386,-82.51117,Entire home/apt,139,2,33,2023-06-04,0.47,43,324,11,
20074883,Guest suite in Asheville · ★4.89 · 2 bedrooms · 2 beds · 1 bath,17610409,Alexandra,,28801,35.61005,-82.55212,Entire home/apt,119,2,149,2022-04-24,2.10,1,0,0,
20091731,Cottage in Asheville · ★4.77 · 2 bedrooms · 3 beds · 2 baths,72903706,Katherine,,28804,35.63231,-82.52789,Entire home/apt,175,3,78,2022-09-19,1.14,2,0,1,
20120319,Condo in Asheville · ★5.0 · 2 bedrooms · 2 beds · 2 baths,143018909,Bob And Sue,,28801,35.5868,-82.5413,Entire home/apt,85,30,7,2023-01-18,0.23,1,297,2,
20121078,Guest suite in Asheville · ★4.94 · 2 bedrooms · 2 beds · 2 baths,5097941,Steven,,28801,35.61249,-82.55435,Entire home/apt,102,1,131,2023-06-04,1.97,3,9,42,
20131746,Home in Asheville · ★4.86 · 2 bedrooms · 2 beds · 1 bath,143141422,Misty,,28803,35.55225,-82.51144,Entire home/apt,132,1,401,2023-05-25,5.76,1,284,50,
20146236,Home in Asheville · ★4.82 · 3 bedrooms · 4 beds · 2 baths,4331962,Shanti Mountain,,28806,35.58683,-82.61431,Entire home/apt,157,2,320,2023-06-03,4.48,10,259,32,
20153704,Guest suite in Asheville · ★4.98 · 1 bedroom · 2 beds · 1 bath,124822920,Jill,,28804,35.61749,-82.56276,Entire home/apt,88,2,212,2023-06-05,2.99,1,252,31,
20154151,Rental unit in Asheville · ★4.91 · 1 bedroom · 1 bed · 1 bath,49360051,Sarah,,28801,35.59542,-82.5698,Entire home/apt,97,3,157,2023-06-12,2.20,1,72,17,
20174635,Cabin in Asheville · ★4.98 · Studio · 2 beds · 1 bath,138795160,Leslie,,28805,35.63337,-82.46705,Entire home/apt,114,2,195,2023-06-04,2.75,1,153,40,
20192369,Guest suite in Asheville · ★4.96 · 2 bedrooms · 2 beds · 1 bath,78069256,Laura,,28804,35.6325,-82.53679,Entire home/apt,89,1,168,2023-05-15,2.40,2,19,28,
20208429,Home in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,143938360,Allison,,28801,35.59055,-82.56614,Entire home/apt,132,1,401,2023-06-04,5.62,1,305,54,
20231794,Cabin in Asheville · ★4.93 · 2 bedrooms · 1 bed · 1.5 baths,58951814,Xavier,,28803,35.5421,-82.47596,Entire home/apt,179,3,29,2021-05-30,0.41,1,0,0,
20241154,Home in Asheville · ★4.96 · 3 bedrooms · 5 beds · 2 baths,122691303,"Vista View Ventures, Inc.",,28803,35.49078,-82.51105,Entire home/apt,223,2,222,2023-06-04,3.20,2,126,39,
20268605,Cottage in Asheville · ★4.95 · Studio · 1 bed · 1 bath,48402632,Tara,,28805,35.61509,-82.47508,Entire home/apt,156,1,406,2023-06-12,5.74,1,330,75,
20328686,Home in Asheville · ★4.99 · 4 bedrooms · 5 beds · 3 baths,4834939,Jessica,,28804,35.64466,-82.51727,Entire home/apt,309,2,245,2023-06-04,3.45,2,284,29,
20355406,Guesthouse in Asheville · ★4.95 · 1 bedroom · 2 beds · 1 bath,145187706,Richard,,28806,35.57007,-82.59509,Entire home/apt,113,3,183,2023-06-05,2.58,1,171,47,
20362514,Home in Asheville · ★4.93 · 2 bedrooms · 2 beds · 1 bath,52404494,Sonia,,28806,35.57493,-82.58947,Entire home/apt,242,2,30,2023-05-21,0.43,1,13,3,
20408452,Guest suite in Asheville · ★4.93 · 1 bedroom · 3 beds · 1 bath,145540939,Meg,,28804,35.64813,-82.58568,Entire home/apt,86,2,265,2023-05-28,3.86,1,169,26,
20435375,Rental unit in Asheville · ★4.79 · 2 bedrooms · 3 beds · 1 bath,21702831,Elise,,28803,35.56479,-82.50847,Entire home/apt,125,3,110,2023-05-29,1.59,3,1,14,
20439998,Rental unit in Asheville · ★4.78 · 1 bedroom · 1 bed · 1 bath,34871822,Emma,,28801,35.6011,-82.55863,Entire home/apt,55,30,9,2023-03-18,0.15,4,180,3,
20441967,Home in Asheville · ★4.90 · 3 bedrooms · 4 beds · 2 baths,145883321,Jeremy & Jami,,28806,35.60129,-82.62924,Entire home/apt,294,3,140,2023-06-12,2.00,1,262,25,
20454654,Guesthouse in Asheville · ★4.85 · 1 bedroom · 1 bed · 1 bath,71017205,Showee,,28801,35.58048,-82.55518,Entire home/apt,112,3,347,2022-05-22,4.89,1,6,0,
20456656,Guest suite in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,134950985,Bill & Linda,,28803,35.55007,-82.52431,Entire home/apt,76,1,365,2023-06-13,5.16,1,230,48,
20462071,Cabin in Asheville · ★4.94 · 2 bedrooms · 3 beds · 1 bath,5746326,Tim,,28805,35.61278,-82.48663,Entire home/apt,181,2,192,2023-06-03,2.76,2,137,33,
20473937,Rental unit in Asheville · ★4.93 · 2 bedrooms · 2 beds · 3 baths,98506795,Elizabeth,,28801,35.59016,-82.56802,Entire home/apt,163,1,185,2023-05-29,2.68,1,62,43,
20482319,Condo in Asheville · ★4.80 · 1 bedroom · 1 bed · 1 bath,19335705,Jessica,,28806,35.59305,-82.61573,Entire home/apt,72,1,238,2023-05-28,3.36,1,357,35,
20504787,Guesthouse in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,146388068,Cherylin,,28803,35.55847,-82.50244,Entire home/apt,76,2,341,2023-05-29,4.81,1,137,52,
20542316,Loft in Asheville · 3 bedrooms · 4 beds · 3.5 baths,12956136,Laura,,28801,35.5951,-82.55108,Entire home/apt,360,30,0,,,1,253,0,
20583406,Guest suite in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,3651402,Emily,,28806,35.58492,-82.57586,Entire home/apt,99,2,335,2023-06-06,4.79,2,242,46,
20624327,Guest suite in Asheville · ★4.84 · 2 bedrooms · 2 beds · 1 bath,147439967,Kat,,28805,35.60029,-82.47677,Entire home/apt,80,3,88,2023-05-29,1.27,1,179,12,
20624404,Home in Candler · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,4636687,Sandra,,28715,35.55402,-82.65093,Private room,56,2,101,2022-07-17,1.46,2,290,3,
20638444,Home in Asheville · ★4.98 · 4 bedrooms · 6 beds · 3 baths,722034,Darlene And Ron,,28805,35.6118,-82.48319,Entire home/apt,409,4,65,2023-04-10,0.96,11,276,12,
20653416,Home in Asheville · ★4.92 · 3 bedrooms · 4 beds · 2.5 baths,121681645,Evolve,,28806,35.568,-82.56704,Entire home/apt,300,3,62,2023-05-08,0.98,43,340,8,
20663042,Guest suite in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 bath,147800428,Cory,,28803,35.56605,-82.5255,Entire home/apt,84,1,610,2023-06-17,8.68,1,359,77,
20665144,Home in Asheville · ★4.94 · 3 bedrooms · 4 beds · 2 baths,2260255,Erin,,28804,35.63911,-82.60822,Entire home/apt,209,3,227,2023-06-09,3.28,2,241,42,
20692815,Guest suite in Asheville · ★4.81 · 1 bedroom · 2 beds · 1 bath,74878335,Jeffrey,,28806,35.58224,-82.59825,Entire home/apt,109,2,299,2023-04-08,4.26,1,134,32,
20695367,Guest suite in Asheville · ★4.97 · 2 bedrooms · 2 beds · 1 bath,5976015,Janae,,28806,35.57151,-82.56761,Entire home/apt,121,2,327,2023-05-29,4.64,1,165,40,
20697183,Rental unit in Asheville · ★4.92 · Studio · 1 bed · 1 bath,148137080,Jeff & Wanda,,28806,35.53801,-82.61329,Entire home/apt,95,2,101,2023-05-28,1.47,1,174,9,
20744040,Guest suite in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,23909518,Rebecca,,28804,35.64614,-82.50034,Entire home/apt,99,2,135,2023-05-29,1.92,1,144,17,
20744323,Home in Asheville · ★4.89 · 3 bedrooms · 6 beds · 2.5 baths,2939506,Heather,,28803,35.55633,-82.49533,Entire home/apt,350,2,187,2023-06-04,2.70,1,321,23,
20747532,Rental unit in Candler · ★4.84 · 1 bedroom · 4 beds · 1 bath,148593846,Lisa,,28715,35.56371,-82.65952,Entire home/apt,90,1,106,2022-09-05,1.51,2,266,4,
20759062,Guest suite in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,148691735,Mel,,28804,35.62215,-82.54797,Entire home/apt,132,2,170,2023-06-11,2.45,1,232,28,
20762155,Guest suite in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,59658375,Kristi,,28801,35.5981,-82.56631,Entire home/apt,116,2,284,2023-06-15,4.10,1,47,63,
20773653,Home in Asheville · ★4.89 · 3 bedrooms · 3 beds · 2 baths,90517735,George,,28806,35.53389,-82.60583,Entire home/apt,196,2,84,2023-06-11,1.85,1,158,17,
20785720,Guesthouse in Asheville · ★4.88 · Studio · 1 bed · 1 bath,42691761,Bett,,28804,35.61758,-82.55244,Entire home/apt,55,30,17,2023-03-25,0.25,1,282,4,
20799054,Cottage in Asheville · ★4.92 · 1 bedroom · 1 bed · 1 bath,7055201,Nancy,,28806,35.57389,-82.60826,Entire home/apt,132,3,87,2023-05-29,1.24,1,354,2,
20801691,Guest suite in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,149139818,Lucy,,28806,35.50952,-82.60937,Entire home/apt,78,2,363,2023-06-14,5.16,1,340,47,
20804217,Guest suite in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,3651402,Emily,,28806,35.58474,-82.57438,Entire home/apt,122,3,408,2023-06-07,5.81,2,235,74,
20804347,Rental unit in Asheville · ★4.91 · Studio · 1 bed · 1 bath,8314342,Brooke,,28806,35.57571,-82.58718,Entire home/apt,130,1,158,2022-12-30,2.31,1,0,12,
20815440,Guest suite in Asheville · ★4.98 · Studio · 2 beds · 1 bath,149280910,Ashley,,28801,35.60369,-82.54433,Entire home/apt,123,2,234,2023-06-03,3.39,1,137,34,
20830901,Guest suite in Asheville · ★4.61 · 1 bedroom · 2 beds · 1 bath,2392127,David And Melissa,,28806,35.58404,-82.57986,Entire home/apt,115,1,88,2023-05-29,1.25,2,310,15,
20834615,Guest suite in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,1413425,Josie,,28801,35.59096,-82.55697,Entire home/apt,143,2,176,2023-05-28,2.51,1,71,29,
20850669,Rental unit in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,143204951,Amory,,28803,35.56837,-82.52429,Entire home/apt,89,30,124,2022-10-29,1.79,1,127,3,
20855873,Rental unit in Asheville · ★4.30 · 1 bedroom · 1 bed · 1 bath,46001530,Jonathan,,28801,35.59408,-82.55745,Entire home/apt,108,1,237,2023-05-14,3.38,9,165,32,
20858987,Guest suite in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,134962794,Josh,,28801,35.61255,-82.54676,Entire home/apt,168,3,216,2023-06-11,3.09,1,0,32,
20872849,Townhouse in Asheville · ★5.0 · 3 bedrooms · 6 beds · 2.5 baths,64779746,Libby,,28801,35.59735,-82.56718,Entire home/apt,200,30,30,2022-10-01,0.45,1,119,2,
20910666,Bungalow in Asheville · ★4.92 · 1 bedroom · 1 bed · 1 bath,26124019,Meghan,,28806,35.57378,-82.57737,Entire home/apt,138,1,59,2020-02-26,0.85,1,0,0,
20916381,Bungalow in Asheville · ★4.95 · 3 bedrooms · 5 beds · 1 bath,5954944,Malinda,,28804,35.62427,-82.57691,Entire home/apt,219,2,237,2023-05-27,3.42,2,163,34,
20928043,Rental unit in Asheville · ★4.82 · Studio · 1 bed · 1 bath,52648308,Jennifer,,28803,35.57758,-82.54209,Entire home/apt,104,2,214,2023-05-29,3.08,1,323,21,
20970417,Rental unit in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,61844145,Libby,,28804,35.62423,-82.53987,Entire home/apt,129,2,217,2023-05-29,3.35,3,39,44,
20994069,Home in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 private bath,839950,Shawn And Dave,,28803,35.55982,-82.50709,Private room,78,2,61,2023-05-28,0.89,2,336,7,
20994289,Home in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 private bath,56642643,Paul,,28806,35.57962,-82.629,Private room,56,1,167,2023-05-29,2.39,4,15,10,
21011400,Home in Asheville · ★4.95 · 3 bedrooms · 4 beds · 2.5 baths,6074062,Melissa,,28806,35.56732,-82.56913,Entire home/apt,232,1,236,2023-06-16,3.39,9,244,52,
21013638,Cottage in Asheville · ★4.99 · 2 bedrooms · 2 beds · 2 baths,95254836,Marion,,28804,35.62714,-82.52924,Entire home/apt,225,2,267,2023-06-15,3.92,1,183,51,
21028610,Guest suite in Asheville · ★4.93 · 1 bedroom · 2 beds · 1 bath,151453156,Evan,,28804,35.63263,-82.57237,Entire home/apt,205,2,30,2022-06-26,0.43,1,56,1,
21054722,Guest suite in Asheville · ★4.91 · 1 bedroom · 1 bed · 1 bath,93023816,Elisa,,28806,35.5758,-82.59092,Entire home/apt,73,2,221,2023-06-12,3.18,2,162,50,
21094481,Cottage in Arden · ★4.90 · 2 bedrooms · 2 beds · 1 bath,152085318,Shauna,,28704,35.46972,-82.56912,Entire home/apt,141,2,252,2023-06-03,3.64,2,329,41,
21104844,Guest suite in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,5229336,Helen,,28806,35.58431,-82.57387,Entire home/apt,130,2,260,2023-06-09,3.75,1,296,45,
21139460,Home in Asheville · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,124637972,Luba,,28806,35.61217,-82.59349,Private room,57,1,28,2022-01-02,0.45,2,310,0,
21174524,Home in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 private bath,10282980,Chris,,28806,35.57763,-82.62047,Private room,80,1,91,2022-10-10,1.32,1,0,5,
21176027,Rental unit in Asheville · ★4.97 · 1 bedroom · 3 beds · 1 bath,152889799,Bob,,28805,35.59742,-82.49641,Entire home/apt,65,2,533,2023-06-06,7.69,1,246,97,
21189890,Home in Asheville · ★4.89 · 3 bedrooms · 3 beds · 3 baths,96187307,Yonder,,28806,35.63581,-82.62452,Entire home/apt,203,2,27,2023-04-16,0.42,51,347,3,
21203344,Guest suite in Fletcher · ★4.91 · 1 bedroom · 1 bed · 1 bath,10294907,Sherri,,28732,35.43864,-82.52546,Entire home/apt,62,3,299,2022-12-11,4.37,1,0,18,
21214062,Home in Asheville · ★4.96 · 2 bedrooms · 2 beds · 2 baths,56642643,Paul,,28806,35.57864,-82.63005,Entire home/apt,195,10,28,2022-12-19,0.50,4,0,3,
21236709,Home in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,153487202,Matt,,28806,35.6243,-82.62108,Private room,70,2,213,2021-10-10,3.08,2,0,0,
21253016,Guest suite in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,2799329,Eleanor,,28804,35.638580322265625,-82.5296401977539,Entire home/apt,98,2,153,2023-03-27,2.21,1,338,4,
21272098,Home in Asheville · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,153487202,Matt,,28806,35.62283,-82.62138,Private room,26,2,123,2021-07-25,1.78,2,0,0,
21278647,Chalet in Asheville · ★5.0 · 3 bedrooms · 5 beds · 4.5 baths,37996476,Aaron,,28805,35.62198,-82.48224,Entire home/apt,340,3,172,2023-06-11,2.56,2,267,37,
21280708,Guest suite in Asheville · ★4.63 · 1 bedroom · 1 bed · 1 bath,108761817,Morris,,28804,35.62729,-82.52958,Entire home/apt,89,1,101,2023-05-29,1.47,2,177,9,
21292861,Rental unit in Asheville · ★4.88 · 1 bedroom · 2 beds · 1 bath,92618672,Katie,,28806,35.57981,-82.58579,Entire home/apt,94,2,189,2023-05-14,2.74,1,13,24,
21297231,Guest suite in Arden · ★4.75 · 1 bedroom · 1 bed · 1 bath,65408548,Karl,,28704,35.47041,-82.50005,Entire home/apt,99,1,240,2023-03-11,3.48,5,337,24,
21312568,Guesthouse in Asheville · ★4.97 · Studio · 2 beds · 1 bath,4716983,Sarah & Allison,,28803,35.56388,-82.51944,Entire home/apt,92,30,222,2022-06-30,3.64,1,108,2,
21345127,Home in Asheville · ★4.89 · 1 bedroom · 2 beds · 1 private bath,65522713,Kitty,,28805,35.5838,-82.5302,Private room,114,1,102,2023-05-29,1.48,1,87,10,
21354161,Home in Asheville · ★4.87 · 2 bedrooms · 2 beds · 1 bath,5180443,Mara,,28806,35.57162,-82.59181,Entire home/apt,144,30,102,2023-03-04,1.49,1,184,5,
21364022,Bungalow in Woodfin · 3 bedrooms · 1 bed · 1.5 shared baths,27264700,Julie,,28804,35.64001,-82.59603,Private room,250,3,1,2017-12-30,0.02,1,0,0,
21382558,Chalet in Asheville · ★4.98 · 4 bedrooms · 4 beds · 4.5 baths,37996476,Aaron,,28805,35.62207,-82.48163,Entire home/apt,411,3,219,2023-06-12,3.27,2,259,40,
21383423,Rental unit in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,154879242,Teresa,,28804,35.61694,-82.5582,Entire home/apt,91,2,105,2023-05-29,1.58,1,358,9,
21399365,Guest suite in Arden · ★4.78 · 1 bedroom · 3 beds · 1 bath,155036277,Jacob And Kara,,28704,35.44838,-82.51949,Entire home/apt,70,2,143,2023-06-14,2.10,1,155,10,
21432436,Home in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 private bath,119510171,Debbie,,28801,35.61102,-82.55173,Private room,34,21,11,2023-02-01,0.27,2,102,5,
21437451,Home in Asheville · ★4.98 · Studio · 1 bed · 1 bath,28130518,Mary,,28801,35.59739,-82.56375,Entire home/apt,132,2,467,2023-06-11,6.78,1,138,63,
21449558,Rental unit in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,155656246,Lynn,,28806,35.58106,-82.64556,Entire home/apt,115,2,150,2023-05-28,2.19,1,348,10,
21456384,Home in Arden · ★4.96 · 2 bedrooms · 3 beds · 2 baths,144134133,Brenda Leigh,,28704,35.47722,-82.505,Entire home/apt,136,2,136,2023-06-04,2.00,1,176,16,
21502620,Guest suite in Asheville · ★4.96 · Studio · 1 bed · 1 bath,22000488,Kingsley,,28806,35.57691,-82.60297,Entire home/apt,82,1,257,2023-05-26,3.78,1,52,41,
21544113,Rental unit in Asheville · ★4.81 · 1 bedroom · 1 bed · 1 bath,156623223,Lindsay,,28805,35.59692,-82.46369,Entire home/apt,100,2,60,2023-05-29,0.88,1,70,1,
21566026,Guest suite in Arden · ★4.62 · 1 bedroom · 1 bed · 1 bath,65408548,Karl,,28704,35.47041,-82.50005,Entire home/apt,95,1,13,2021-04-01,0.19,5,90,0,
21580160,Cabin in Asheville · ★4.76 · 2 bedrooms · 5 beds · 2 baths,121681645,Evolve,,28803,35.54185,-82.51275,Entire home/apt,260,2,38,2023-05-28,0.62,43,338,11,
21591133,Guest suite in Asheville · ★5.0 · 2 bedrooms · 1 bed · 1 bath,1210602,Justin,,28804,35.62531,-82.54561,Entire home/apt,138,5,13,2022-10-20,0.21,1,268,1,
21631995,Rental unit in Asheville · ★4.93 · 2 bedrooms · 3 beds · 1 bath,72663636,Gordon & Kimberly,,28801,35.60832,-82.55822,Entire home/apt,99,2,385,2023-05-30,5.65,2,105,74,
21640556,Rental unit in Asheville · ★4.93 · 1 bedroom · 2 beds · 1 bath,28370948,Will,,28805,35.59729,-82.49564,Entire home/apt,111,2,196,2022-10-23,2.88,1,0,13,
21682891,Home in Asheville · ★4.92 · 3 bedrooms · 3 beds · 2 baths,15565480,Nicole,,28803,35.54933,-82.50863,Entire home/apt,254,2,148,2022-12-11,2.19,3,0,13,
21693285,Guest suite in Asheville · ★4.80 · 1 bedroom · 1 bed · 1 bath,141355755,Brandon,,28804,35.63801,-82.57386,Entire home/apt,76,1,529,2023-06-04,7.89,1,145,71,
21709922,Home in Arden · ★4.97 · 4 bedrooms · 5 beds · 2 baths,158054785,Ladonna,,28704,35.44744,-82.55693,Entire home/apt,385,3,36,2020-09-08,0.54,1,120,0,
21713835,Rental unit in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,18450336,Michele,,28801,35.60784,-82.56507,Entire home/apt,96,2,137,2023-05-28,2.34,2,219,33,
21748228,Guest suite in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,28475957,Wilant & Alice,,28804,35.6193,-82.55925,Entire home/apt,117,2,281,2023-06-04,4.87,1,0,35,
21784784,Rental unit in Asheville · ★4.83 · 1 bedroom · 1 bed · 1 bath,12610486,Jennifer,,28806,35.57602,-82.59122,Entire home/apt,165,2,67,2023-06-04,0.99,1,335,13,
21798869,Guesthouse in Asheville · ★5.0 · 1 bedroom · 2 beds · 1 bath,124851805,Danya,,28801,35.60792,-82.57085,Entire home/apt,95,30,6,2023-01-31,0.12,1,270,1,
21829016,Home in Asheville · ★4.84 · 3 bedrooms · 3 beds · 2 baths,3682939,Teresa,,28806,35.60257,-82.62529,Entire home/apt,93,2,134,2023-05-29,1.98,1,44,14,
21836696,Condo in Asheville · ★4.90 · 2 bedrooms · 2 beds · 1 bath,21500666,Rory,,28801,35.60272,-82.55753,Entire home/apt,164,2,82,2023-06-14,5.09,1,359,64,
21850640,Guest suite in Asheville · ★4.85 · 2 bedrooms · 3 beds · 1 bath,1710864,Katie,,28806,35.56297,-82.63916,Entire home/apt,90,1,193,2022-08-29,2.89,2,0,7,
21853043,Guest suite in Asheville · ★4.94 · 2 bedrooms · 1 bed · 1 bath,5097941,Steven,,28801,35.61269,-82.55416,Entire home/apt,102,2,110,2021-03-07,1.62,3,0,0,
21894298,Chalet in Asheville · ★4.97 · 2 bedrooms · 2 beds · 1 bath,8255241,Judy,,28805,35.59547,-82.53686,Entire home/apt,254,1,69,2023-06-13,1.09,2,295,7,
21911184,Cabin in Fletcher · ★4.96 · 3 bedrooms · 6 beds · 2 baths,24938934,Jofre & Saskia,,28732,35.44551,-82.46923,Entire home/apt,177,2,192,2023-06-11,2.96,2,315,33,
21947972,Guest suite in Arden · ★4.99 · 1 bedroom · 2 beds · 1 bath,141218676,Corey,,28704,35.452827,-82.506241,Entire home/apt,85,2,616,2023-06-05,9.19,2,282,98,
22035029,Guest suite in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 bath,3449944,Christina,,28806,35.58093,-82.59036,Entire home/apt,60,1,415,2023-06-11,6.37,1,48,104,
22049704,Guest suite in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,9180037,Marcelle,,28803,35.55382,-82.5109,Entire home/apt,84,3,56,2023-06-06,1.30,1,169,19,
22050248,Condo in Asheville · ★4.61 · 2 bedrooms · 2 beds · 2 baths,8480253,Brian,,28801,35.594006,-82.553131,Entire home/apt,185,1,18,2023-04-14,0.42,8,156,7,
22060000,Guesthouse in Leicester · ★4.93 · 1 bedroom · 2 beds · 1 bath,2978620,James,,28806,35.6218,-82.66457,Entire home/apt,52,2,246,2023-06-07,4.01,1,172,50,
22063379,Bungalow in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 shared bath,227432,Elizabeth,,28804,35.61819,-82.55874,Private room,65,1,363,2023-04-16,5.40,1,1,18,
22095619,Rental unit in Asheville · ★4.43 · Studio · 1 bed · 1 bath,46001530,Jonathan,,28801,35.59335,-82.55662,Entire home/apt,94,1,337,2023-05-28,5.04,9,301,83,
22107175,Home in Asheville · ★4.86 · 2 bedrooms · 3 beds · 1 bath,161496536,Bill,,28801,35.60805,-82.56018,Entire home/apt,145,1,108,2023-05-28,1.71,2,302,28,
22114590,Bed and breakfast in Asheville · 1 bedroom · 1 bed · 1 private bath,161559240,The Lion And The Rose,,28801,35.60284,-82.56692,Private room,229,1,2,2021-01-02,0.06,6,120,0,
22119778,Bed and breakfast in Asheville · 1 bedroom · 2 beds · 1 private bath,161559240,The Lion And The Rose,,28801,35.60284,-82.56727,Private room,342,1,1,2021-08-02,0.04,6,80,0,
