id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
22151438,Home in Asheville · ★4.97 · 4 bedrooms · 5 beds · 3 baths,161767339,Allison,,28806,35.5526,-82.62585,Entire home/apt,313,2,238,2023-05-15,3.56,1,294,15,
22163415,Home in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,92530083,Pat,,28803,35.57169,-82.54077,Entire home/apt,105,2,156,2023-06-07,2.36,1,297,18,
22224397,Guest suite in Asheville · ★4.98 · 2 bedrooms · 2 beds · 1 bath,24764498,Alexis,,28801,35.60576,-82.57573,Entire home/apt,188,1,162,2023-05-30,2.42,1,162,18,
22275691,Castle in Asheville · ★4.96 · 1 bedroom · 1 bed · 2 shared baths,125379673,Anna,,28801,35.60798,-82.54428,Private room,144,2,137,2022-11-13,2.06,1,183,10,
22306380,Home in Asheville · ★4.64 · Studio · 1 bed · 1 bath,61329735,Meredith,,28801,35.60433,-82.56904,Entire home/apt,125,2,143,2023-05-29,2.16,1,171,20,
22308959,Cottage in Candler · ★4.60 · 3 bedrooms · 4 beds · 2 baths,15788000,Lisa,,28715,35.50798,-82.65773,Entire home/apt,221,1,300,2023-04-30,4.62,6,173,14,
22317485,Home in Candler · ★4.89 · 4 bedrooms · 6 beds · 2 baths,163159488,Tia,,28715,35.5583,-82.65192,Entire home/apt,221,3,219,2023-06-12,3.29,1,340,20,
22326909,Rental unit in Asheville · ★4.86 · 1 bedroom · 1 bed · 0 baths,34871822,Emma,,28801,35.60006,-82.55962,Entire home/apt,51,30,15,2023-04-03,0.25,4,26,3,
22351697,Guest suite in Asheville · ★4.92 · 1 bedroom · 1 bed · 1 bath,163438093,Mike,,28804,35.64148,-82.51919,Entire home/apt,54,2,84,2020-08-16,1.35,1,4,0,
22360186,Home in Candler · ★4.98 · 2 bedrooms · 2 beds · 2 baths,163503810,Peter,,28806,35.55096,-82.63597,Entire home/apt,72,30,42,2023-05-01,0.65,1,290,1,
22408602,Guest suite in Asheville · ★4.77 · Studio · 1 bed · 1 bath,76641431,Stephanie,,28806,35.58726,-82.57304,Entire home/apt,84,1,277,2023-05-30,4.36,2,152,28,
22437203,Home in Asheville · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,3028199,Florencia,,28803,35.56047,-82.50711,Private room,58,1,665,2023-06-07,10.15,5,157,92,
22437447,Home in Asheville · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,3028199,Florencia,,28803,35.55991,-82.50493,Private room,44,30,148,2023-04-14,2.27,5,324,4,
22461969,Home in Asheville · ★4.25 · 2 bedrooms · 5 beds · 1 bath,164624834,Patrick,,28801,35.60199,-82.56122,Entire home/apt,120,29,4,2023-01-31,0.15,1,63,1,
22486185,Guesthouse in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,19595654,Clifton,,28805,35.58782,-82.50958,Entire home/apt,100,2,608,2023-06-02,9.56,1,42,100,
22510926,Guest suite in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,165207904,Collin,,28801,35.60021,-82.55702,Private room,140,2,12,2019-12-08,0.19,1,23,0,
22511514,Home in Asheville · ★4.97 · 3 bedrooms · 5 beds · 1 bath,66193031,Darcy,,28806,35.57054,-82.63865,Entire home/apt,170,1,581,2023-06-11,9.05,3,138,117,
22517744,Cottage in Asheville · ★4.95 · 1 bedroom · 2 beds · 1 bath,59054700,Jodi & Dan,,28806,35.50689,-82.60438,Entire home/apt,110,2,330,2023-06-02,4.99,1,123,64,
22530746,Rental unit in Asheville · ★4.94 · 2 bedrooms · 2 beds · 1 bath,15565480,Nicole,,28803,35.55115,-82.5092,Entire home/apt,88,2,82,2022-07-08,1.25,3,0,1,
22545374,Guest suite in Asheville · ★4.97 · 1 bedroom · 2 beds · 1 bath,8993496,Laura,,28806,35.567,-82.59423,Entire home/apt,104,2,184,2022-11-20,2.81,1,152,17,
22584773,Guesthouse in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,128356088,Stephanie,,28806,35.50927,-82.6086,Entire home/apt,191,2,113,2022-03-07,1.72,2,1,0,
22589049,Home in Asheville · ★4.86 · 2 bedrooms · 2 beds · 2 baths,10643735,Carol,,28801,35.59895,-82.56055,Entire home/apt,96,28,7,2021-12-24,0.15,2,128,0,
22594761,Guest suite in Asheville · ★4.94 · 1 bedroom · 2 beds · 1 bath,37289690,Andrew,,28803,35.56812,-82.52837,Entire home/apt,98,2,193,2023-06-15,2.95,1,171,39,
22683936,Bed and breakfast in Asheville · 1 bedroom · 1 bed · 1 private bath,161559240,The Lion And The Rose,,28801,35.6029,-82.56515,Private room,328,1,0,,,6,96,0,
22684105,Bed and breakfast in Asheville · 1 bedroom · 1 bed · 1 private bath,161559240,The Lion And The Rose,,28801,35.60438,-82.56544,Private room,230,1,1,2019-12-06,0.02,6,95,0,
22684155,Bed and breakfast in Asheville · 1 bedroom · 1 bed · 1 private bath,161559240,The Lion And The Rose,,28801,35.60301,-82.56724,Private room,231,1,2,2021-02-06,0.06,6,91,0,
22740737,Guest suite in Asheville · ★4.83 · 1 bedroom · 2 beds · 1 bath,47777952,Mary,,28806,35.57233,-82.60316,Entire home/apt,116,1,175,2023-05-28,2.72,2,173,25,
22773505,Guest suite in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,29009882,Brooklyn,,28806,35.58178,-82.58958,Entire home/apt,125,2,426,2023-06-05,6.61,1,126,73,
22792399,Guest suite in Asheville · ★4.91 · 1 bedroom · 2 beds · 1 bath,34236761,Marty,,28801,35.58947,-82.56626,Entire home/apt,144,1,148,2023-06-17,2.26,1,142,46,
22813165,Home in Asheville · ★4.84 · 1 bedroom · 1 bed · 1 private bath,168602517,Janice,,28803,35.55865,-82.53189,Private room,85,2,167,2023-01-01,2.59,1,167,23,
22921667,Guesthouse in Asheville · ★4.87 · Studio · 1 bed · 1 bath,164512814,Sara,,28806,35.5934,-82.5912,Entire home/apt,125,2,367,2023-06-12,5.72,1,146,35,
22924150,Rental unit in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 bath,23535333,Fitz,,28801,35.59841,-82.56367,Entire home/apt,119,2,225,2023-06-13,3.45,1,163,30,
22944749,Home in Asheville · ★4.95 · 3 bedrooms · 3 beds · 2 baths,43818498,Christine Michele,,28806,35.61358,-82.5969,Entire home/apt,123,2,198,2023-06-04,3.07,2,346,38,
22950161,Cabin in Fletcher · ★5.0 · 2 bedrooms · 2 beds · 1 bath,50233757,Christine,,28732,35.42789,-82.46341,Entire home/apt,118,2,232,2023-04-08,3.68,1,224,27,
22968354,Guest suite in Asheville · ★4.88 · 1 bedroom · 1 bed · 1 bath,16233515,Jessica,,28806,35.61767,-82.58097,Entire home/apt,85,1,477,2023-06-03,7.40,3,54,82,
22984192,Rental unit in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,170428521,Ian,,28801,35.58098,-82.5624,Entire home/apt,96,2,277,2023-06-05,4.33,1,77,63,
22985524,Home in Asheville · ★4.92 · 1 bedroom · 1 bed · 1 private bath,170447025,Michelle,,28806,35.57532,-82.62004,Private room,70,1,90,2022-11-18,1.41,1,0,9,
23017092,Townhouse in Arden · ★5.0 · 6 bedrooms · 9 beds · 4 baths,158764029,Brennen & Sheila,,28704,35.45628,-82.53834,Entire home/apt,405,2,84,2023-06-14,1.29,2,355,17,
23025024,Guesthouse in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,21313437,Ron + Helen,,28801,35.60678,-82.55788,Entire home/apt,150,3,39,2023-06-17,0.60,2,97,9,
23068704,Bungalow in Asheville · ★4.87 · 1 bedroom · 1 bed · 1 private bath,96818723,Christa,,28806,35.58761,-82.6256,Private room,43,2,109,2023-06-11,2.48,1,21,26,
23076921,Home in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,89752652,Gary,,28804,35.61321,-82.55545,Private room,75,1,303,2023-06-16,4.75,1,151,76,
23084647,Farm stay in Asheville · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,6898358,Andrea,,28805,35.60417,-82.5082,Private room,91,2,85,2023-01-01,1.47,1,135,14,
23150406,Guest suite in Asheville · ★4.90 · 2 bedrooms · 2 beds · 1 bath,37152088,Micha,,28801,35.6019,-82.55996,Entire home/apt,138,1,682,2023-06-15,10.47,1,321,117,
23216051,Home in Asheville · ★4.98 · 2 bedrooms · 2 beds · 3 baths,1329460,Lynne,,28801,35.60129,-82.55514,Entire home/apt,135,29,85,2023-05-13,1.31,2,117,4,
23254729,Home in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 private bath,14043734,Dave,,28801,35.60367,-82.5641,Private room,85,1,134,2023-05-15,2.18,1,49,27,
23285263,Home in Asheville · ★4.94 · 2 bedrooms · 2 beds · 1 bath,16309147,Wes,,28805,35.59282,-82.53287,Entire home/apt,98,1,342,2023-06-04,6.07,1,154,69,
23335956,Cabin in Asheville · ★4.94 · 2 bedrooms · 2 beds · 1 bath,152085318,Shauna,,28806,35.6114,-82.64056,Entire home/apt,149,2,253,2023-05-22,3.94,2,314,44,
23343151,Condo in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,4507071,Joslyn,,28801,35.5982,-82.55433,Entire home/apt,286,2,255,2023-06-16,5.19,1,156,86,
23370743,Guesthouse in Arden · ★4.94 · 1 bedroom · 2 beds · 1 bath,14649701,Nicole,,28704,35.481,-82.51881,Entire home/apt,90,3,154,2023-06-10,2.65,1,151,19,
23393644,Home in Asheville · ★4.78 · 1 bedroom · 1 bed · 1 private bath,54379432,Jesse,,28801,35.6034,-82.5553,Private room,86,2,238,2023-06-10,3.69,1,173,30,
23419322,Townhouse in Arden · ★4.64 · 3 bedrooms · 4 beds · 2.5 baths,174650915,Mark,,28704,35.45492,-82.53496,Entire home/apt,160,4,11,2021-07-09,0.18,2,0,0,
23430202,Townhouse in Arden · ★4.96 · 1 bedroom · 1 bed · 1 private bath,174650915,Mark,,28704,35.45616,-82.5358,Private room,61,2,161,2022-10-31,2.53,2,0,2,
23435525,Home in Asheville · ★4.93 · 4 bedrooms · 4 beds · 3.5 baths,174806804,Kara,,28806,35.57429,-82.59324,Entire home/apt,550,7,61,2022-07-10,0.95,1,0,4,
23451262,Guesthouse in Asheville · ★4.94 · 1 bedroom · 2 beds · 1 bath,7075213,Tara,,28803,35.55565,-82.50748,Entire home/apt,85,1,324,2023-04-29,5.08,2,143,52,
23480306,Guest suite in Asheville · ★4.97 · 1 bedroom · 3 beds · 1 bath,40137306,Judy And Vahan,,28805,35.61665,-82.47448,Entire home/apt,65,1,450,2023-06-15,7.08,1,293,89,
23481039,Condo in Asheville · ★4.88 · Studio · 1 bed · 1 bath,153143003,Kirk,,28801,35.5986,-82.55467,Entire home/apt,136,3,147,2023-05-23,2.28,1,317,24,
23516374,Home in Asheville · ★4.93 · 1 bedroom · 4 beds · 1 bath,10453340,Brett,,28801,35.59499,-82.54562,Entire home/apt,198,2,575,2023-06-16,8.98,2,83,104,
23518897,Cottage in Asheville · ★4.92 · 2 bedrooms · 3 beds · 2 baths,175669801,Rebecca,,28805,35.59841,-82.46546,Entire home/apt,332,4,38,2022-11-02,0.65,2,222,10,
23523473,Home in Woodfin · ★4.97 · 1 bedroom · 1 bed · 1 bath,117926668,Michele & Dana,,28804,35.63323,-82.58861,Entire home/apt,105,1,524,2023-06-12,8.14,1,109,105,
23525377,Home in Arden · ★4.99 · 2 bedrooms · 3 beds · 1 bath,165230727,Pamela,,28704,35.45282,-82.52076,Entire home/apt,99,2,134,2023-06-04,2.09,2,269,26,
23541284,Bed and breakfast in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 private bath,175871539,Stephen,,28801,35.60704,-82.56453,Hotel room,393,1,24,2021-06-29,0.38,7,0,0,
23546508,Bungalow in Asheville · ★5.0 · 3 bedrooms · 4 beds · 2 baths,175923012,Two Hammers,,28803,35.56103,-82.53812,Entire home/apt,110,30,19,2023-04-08,0.32,1,200,4,
23558686,Guest suite in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,165107573,Monisha,,28806,35.56821,-82.59157,Entire home/apt,125,1,446,2023-06-04,7.08,1,348,45,
23562622,Cottage in Asheville · ★5.0 · 2 bedrooms · 3 beds · 2 baths,176072701,The,,28803,35.55986,-82.51746,Entire home/apt,100,28,14,2023-04-03,0.22,1,312,4,
23563574,Rental unit in Asheville · ★4.86 · 1 bedroom · 1 bed · 2 shared baths,7625694,John,,28801,35.59256,-82.54971,Private room,69,1,88,2023-05-29,1.37,9,307,17,
23564110,Rental unit in Asheville · ★4.73 · 1 bedroom · 1 bed · 1 bath,176087087,Danny,,28806,35.59741,-82.62377,Entire home/apt,75,1,217,2023-05-21,3.38,4,250,10,
23578212,Condo in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,4709573,Peter,,28801,35.59731,-82.55268,Entire home/apt,250,3,84,2023-06-14,1.82,3,270,31,
23579032,Rental unit in Asheville · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,4709573,Peter,,28801,35.59731,-82.55268,Entire home/apt,275,3,68,2023-06-05,1.46,3,290,24,
23579231,Rental unit in Asheville · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,4709573,Peter,,28801,35.59731,-82.55268,Entire home/apt,600,3,28,2023-05-05,0.66,3,277,11,
23596421,Home in Asheville · ★4.84 · 2 bedrooms · 5 beds · 1 bath,175669801,Rebecca,,28805,35.59938,-82.46361,Entire home/apt,160,2,37,2023-05-28,0.59,2,135,7,
23623536,Guest suite in Asheville · ★4.91 · 2 bedrooms · 2 beds · 1 bath,400858996,Brian,,28801,35.59569,-82.56288,Entire home/apt,162,2,198,2023-06-11,3.18,1,165,26,
23628366,Home in Asheville · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,72717376,Liza,,28805,35.58943,-82.47191,Private room,44,1,106,2020-10-31,1.65,3,0,0,
23631557,Rental unit in Asheville · ★4.93 · 1 bedroom · 2 beds · 1 bath,176828759,Greg And Jenny,,28803,35.55229,-82.51077,Entire home/apt,81,1,76,2023-05-07,1.24,1,247,9,
23644478,Condo in Asheville · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,176979085,Karen,,28801,35.59848,-82.55506,Entire home/apt,194,1,171,2023-06-13,2.81,5,331,45,
23675467,Rental unit in Leicester · ★4.98 · 1 bedroom · 3 beds · 1 bath,177298140,Dawn And Ron,,28806,35.64217,-82.66047,Entire home/apt,90,2,367,2023-06-16,5.89,1,64,72,
23715234,Guest suite in Asheville · ★4.99 · Studio · 1 bed · 1 bath,4634736,Bradley,,28804,35.63547,-82.58405,Entire home/apt,84,3,96,2023-05-29,1.50,2,66,9,
23739741,Guest suite in Asheville · ★5.0 · 2 bedrooms · 2 beds · 1 bath,77589736,Jon & Kelly,,28803,35.56321,-82.5388,Entire home/apt,169,2,332,2023-06-12,5.31,1,133,55,
23740885,Guesthouse in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,60348510,Alicia,,28803,35.57258,-82.54744,Entire home/apt,115,4,54,2023-05-31,0.85,4,63,23,
23745497,Guesthouse in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,38944655,Kristie,,28806,35.5761,-82.64736,Entire home/apt,102,2,135,2023-04-02,2.12,2,45,17,
23748278,Bed and breakfast in Asheville · ★4.91 · 1 bedroom · 1 bed · 1 private bath,175871539,Stephen,,28801,35.60704,-82.56453,Hotel room,371,1,22,2021-01-02,0.37,7,0,0,
23748724,Bed and breakfast in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,175871539,Stephen,,28801,35.60704,-82.56453,Private room,375,1,40,2021-06-07,0.63,7,215,0,
23748903,Bed and breakfast in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 private bath,175871539,Stephen,,28801,35.60704,-82.56453,Hotel room,348,1,14,2021-04-18,0.23,7,0,0,
23748992,Bed and breakfast in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 private bath,175871539,Stephen,,28801,35.60704,-82.56453,Hotel room,369,1,11,2021-06-26,0.18,7,0,0,
23749047,Bed and breakfast in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 private bath,175871539,Stephen,,28801,35.60704,-82.56453,Hotel room,360,1,24,2021-06-15,0.39,7,0,0,
23788596,Bed and breakfast in Asheville · ★4.89 · 6 bedrooms · 6 beds,175871539,Stephen,,28801,35.60704,-82.56453,Hotel room,2059,1,9,2021-06-20,0.15,7,0,0,
23824223,Chalet in Asheville · ★4.82 · 1 bedroom · 1 bed · 1 bath,8255241,Judy,,28805,35.59529,-82.53765,Entire home/apt,178,1,73,2023-05-31,1.15,2,293,12,
23859316,Rental unit in Asheville · ★4.98 · 2 bedrooms · 2 beds · 1 bath,34304636,Staci,,28804,35.63113,-82.56056,Entire home/apt,175,1,684,2023-06-15,11.09,1,147,115,
23859984,Guest suite in Asheville · ★4.88 · 1 bedroom · 2 beds · 1 bath,28293820,Lucia,,28806,35.58496,-82.57429,Entire home/apt,126,2,137,2023-06-04,2.17,1,176,16,
23874576,Loft in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,161775575,Alan,,28806,35.57732,-82.57823,Entire home/apt,123,1,362,2023-06-03,5.70,1,154,71,
23881173,Guesthouse in Fletcher · ★4.86 · 1 bedroom · 3 beds · 1 bath,179435427,Michael,,28732,35.46401,-82.47023,Entire home/apt,85,3,85,2021-11-15,1.35,1,91,0,
23913900,Rental unit in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,179746215,Maureen,,28805,35.57303,-82.53506,Entire home/apt,135,2,316,2023-06-11,4.96,1,8,54,
23919596,Rental unit in Woodfin · ★4.79 · 1 bedroom · 2 beds · 1 bath,179791169,Rodney,,28804,35.62824,-82.59549,Entire home/apt,72,3,216,2023-05-31,3.51,1,77,35,
23921294,Home in Asheville · ★4.92 · 3 bedrooms · 3 beds · 2.5 baths,162161772,Dave & Stephanie,,28806,35.57584,-82.58275,Entire home/apt,209,30,24,2022-10-31,0.52,4,267,4,
23935850,Home in Asheville · ★4.79 · 2 bedrooms · 2 beds · 1 bath,179941669,Adam,,28801,35.59129,-82.54742,Entire home/apt,225,2,101,2023-04-02,1.59,1,31,7,
23978319,Rental unit in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,6262856,Lili,,28804,35.61328,-82.55205,Entire home/apt,89,3,99,2020-10-25,1.59,1,0,0,
24056179,Home in Asheville · ★4.87 · 2 bedrooms · 2 beds · 1 bath,181096695,Jessica,,28804,35.62635,-82.58022,Entire home/apt,174,1,156,2023-06-04,2.47,1,311,34,
24080389,Guest suite in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 bath,76641431,Stephanie,,28806,35.58686,-82.57331,Entire home/apt,100,1,262,2023-05-25,4.13,2,163,21,
24098735,Rental unit in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,181480147,Andrew,,28801,35.59751,-82.55339,Entire home/apt,225,1,232,2023-06-16,3.77,6,278,72,
24117606,Home in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 private bath,181660259,Angèle,,28803,35.53297,-82.51794,Private room,76,2,45,2023-05-29,0.90,1,260,13,
24196245,Guest suite in Asheville · ★4.81 · 1 bedroom · 1 bed · 1 bath,53922056,Katherine,,28805,35.60221,-82.53234,Entire home/apt,79,30,103,2023-04-29,1.93,2,290,1,
24222452,Bungalow in Woodfin · ★4.92 · 2 bedrooms · 2 beds · 1 bath,35012995,Ben,,28804,35.61128,-82.56084,Entire home/apt,182,1,136,2023-06-17,2.33,2,265,43,
24280176,Guest suite in Fletcher · ★4.97 · 2 bedrooms · 2 beds · 1 bath,53463254,Caroline,,28732,35.48539,-82.4745,Entire home/apt,86,1,301,2023-06-04,5.24,1,344,58,
24287936,Guest suite in Arden · ★5.0 · 1 bedroom · 1 bed · 1 private bath,27689181,David,,28704,35.46536,-82.50929,Private room,90,2,45,2023-06-04,0.79,1,341,10,
24306486,Home in Asheville · ★4.98 · 3 bedrooms · 3 beds · 1 bath,167429334,Melissa,,28803,35.55153,-82.50604,Entire home/apt,210,2,350,2023-05-31,5.64,1,110,63,
24312963,Rental unit in Woodfin · ★4.71 · 1 bedroom · 1 bed · 1 bath,179393643,Shaun,,28804,35.63781,-82.57578,Entire home/apt,81,2,63,2023-04-10,1.01,2,341,4,
24327916,Home in Asheville · ★4.80 · 1 bedroom · 1 bed · 1 private bath,59215839,Julie,,28806,35.57724,-82.60613,Private room,65,2,49,2022-05-30,0.78,2,0,0,
24347730,Condo in Asheville · ★4.97 · 2 bedrooms · 2 beds · 2 baths,183715171,David,,28801,35.59848,-82.55506,Entire home/apt,364,2,157,2023-05-07,2.51,1,51,24,
24375145,Guest suite in Asheville · ★4.92 · 1 bedroom · 1 bed · 1 bath,183956684,Inga,,28806,35.51244,-82.61329,Entire home/apt,110,2,76,2021-03-28,1.22,1,0,0,
24387676,Boutique hotel in Asheville · ★4.63 · 1 bedroom · 2 beds · 1 private bath,184069772,Paul,,28803,35.55598,-82.521,Hotel room,85,1,87,2023-06-03,1.42,5,210,50,
24396068,Cottage in Asheville · ★4.98 · 2 bedrooms · 3 beds · 1 bath,23042006,Kathy,,28805,35.60123,-82.48018,Entire home/apt,111,2,310,2023-06-04,4.97,1,166,35,
24428641,Cottage in Asheville · ★5.0 · 3 bedrooms · 6 beds · 2.5 baths,5305183,Leesa And Todd,,28805,35.61266,-82.52693,Entire home/apt,475,2,129,2023-06-11,2.06,1,112,27,
24445744,Home in Asheville · ★4.88 · 1 bedroom · 1 bed · 1 bath,49781652,Cory,,28806,35.58383,-82.56908,Entire home/apt,75,2,107,2023-06-10,1.70,1,35,29,
24476866,Loft in Asheville · ★4.99 · 1 bedroom · 3 beds · 1 bath,9018243,Chad,,28806,35.56746,-82.59675,Entire home/apt,89,2,334,2023-06-04,5.40,1,50,71,
24492331,Home in Asheville · 5 bedrooms · 5 beds · 3.5 baths,76545940,Hilary,,28801,35.60197,-82.56143,Entire home/apt,250,30,1,2020-12-01,0.03,2,337,0,
24493492,Home in Asheville · ★4.98 · 2 bedrooms · 3 beds · 1 shared bath,178613839,Liz,,28801,35.61125,-82.5492,Private room,95,1,129,2023-06-12,2.09,1,86,34,
24520534,Rental unit in Asheville · ★4.84 · 1 bedroom · 1 bed · 2 shared baths,7625694,John,,28801,35.59058,-82.54993,Private room,57,1,145,2023-06-02,2.33,9,315,24,
24540122,Guest suite in Asheville · ★4.95 · 1 bedroom · 2 beds · 2 baths,185370249,Brooke & Keith,,28806,35.58425,-82.57564,Entire home/apt,106,3,393,2023-05-29,6.35,2,65,52,
24605088,Home in Asheville · ★4.82 · 1 bedroom · 1 bed · 1 private bath,3028199,Florencia,,28803,35.55934,-82.50724,Private room,69,1,926,2023-06-16,14.79,5,158,183,
24697002,Campsite in Asheville · ★4.83 · 1 bed · 0 baths,151279507,Bobby And Amanda,,28806,35.61317,-82.60451,Entire home/apt,19,1,54,2022-07-04,0.87,19,156,1,
24752561,Rental unit in Asheville · ★4.99 · 2 bedrooms · 2 beds · 1 bath,187138225,Annika,,28801,35.60307,-82.55073,Entire home/apt,196,2,85,2023-06-10,1.53,1,313,34,
24766296,Home in Arden · ★4.77 · 3 bedrooms · 3 beds · 2 baths,65408548,Karl,,28704,35.46937,-82.49958,Entire home/apt,195,1,92,2023-02-27,1.61,5,356,7,
24797144,Guest suite in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,187473767,Drew And Caroline,,28803,35.492,-82.53024,Entire home/apt,90,1,392,2023-05-27,6.35,1,174,57,
24817711,Guest suite in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,26376755,Matt,,28804,35.62178,-82.55604,Entire home/apt,137,1,388,2023-06-14,6.74,1,312,80,
24834700,Home in Asheville · ★4.84 · 4 bedrooms · 5 beds · 3 baths,187677035,Margaret + Dan,,28805,35.61738,-82.52434,Entire home/apt,332,2,200,2023-05-26,3.26,1,241,38,
